frm,to,len_mi
1,2,0.600927226767821
6,10,0.544808323502284
1,11,0.540929416372557
7,12,0.97407551896193
7,13,1.05385780055297
11,13,0.841183476191651
3,14,1.15740592868679
1,15,0.808107767002211
8,15,0.336201031239092
9,15,0.624603438924734
2,16,0.661639846018845
5,16,0.991769845057291
4,17,0.284455795342129
7,17,1.14275458464963
11,17,0.93133186845241
13,17,0.092735181630248
4,18,0.707292645806049
6,18,0.430799880095582
10,18,0.649608705992494
2,19,0.302476732222934
3,19,0.535962649598067
5,21,1.01835402149611
8,22,0.104646300210368
12,22,0.587020562955594
20,22,0.176459272729948
21,22,0.57004745257552
13,23,0.216045823780738
19,23,0.481936386584367
5,24,0.293302062635014
10,24,0.423482235335323
12,24,0.18770166378968
13,24,0.566371556559006
23,24,0.370873138801227
19,25,0.726207212166081
20,25,0.533853302614875
4,26,0.245024440425525
9,26,0.253921136044035
19,26,0.237961836689091
26,27,0.23057862314883
9,28,0.614960393411009
10,28,0.360563222900288
13,28,0.522722286575555
7,29,0.594279934382663
21,29,0.478055442814409
25,29,0.572048238262878
21,30,0.191263783824071
15,31,0.279909760092773
28,31,0.577479993686543
4,32,0.275029331349551
20,32,0.301689401945332
24,32,0.649326005223368
14,33,1.03062883198143
15,33,0.92193454357843
30,33,0.269269845349332
4,34,0.588030593257806
7,34,0.47770506275638
11,34,0.314763734209016
27,34,0.919089982216354
5,35,0.705123920667669
19,35,0.174335115003718
25,35,0.589876247637782
5,36,0.389373395055947
19,36,0.370004601039781
33,36,0.644465380537365
34,36,0.269235056830406
18,37,0.640249282552075
20,37,0.197672198920231
22,37,0.367932329212186
27,37,0.403716598996536
19,38,0.577821053263887
21,38,0.466883002925821
9,39,0.78315609849151
10,39,0.633320903751582
17,39,0.758133157488267
22,39,0.60148060690636
29,39,0.425760960386575
32,39,0.420381786994442
7,40,0.479831070727179
17,40,0.666691965416172
39,40,0.585300672453374
14,41,0.624099634934281
16,41,0.580849163658428
21,41,0.741385578280931
22,41,0.516724488043823
34,41,0.710815525150285
35,41,0.40488698548577
36,41,0.463950400946543
11,42,0.244994768787175
33,42,0.726407976066264
36,42,0.114154608545211
8,43,0.493521252734132
26,43,0.763824627407293
36,43,0.469166791465266
41,43,0.683475792520307
42,43,0.447267419692594
21,44,0.543221439398944
27,44,1.13040568132923
28,44,0.557218892084626
7,45,0.0977327911467407
12,45,0.886582708696203
20,45,0.502931116570973
28,45,0.524301308571071
16,46,0.655453926980543
31,46,0.292016553097833
39,46,0.725329435039975
3,47,1.01105635892601
12,47,0.415387661769661
28,47,0.59744637831821
30,47,0.718007574981561
12,48,0.592762153408966
17,48,0.795483249285732
22,48,0.108459305985998
29,48,0.327876809523757
36,48,0.144281943847729
4,49,0.312728132677138
16,49,0.437679578909391
31,49,0.447971258133682
6,50,0.250403483225506
16,50,0.605668104338014
33,50,0.652536043006644
46,50,0.260943119678555
14,51,0.0823743651345911
27,51,0.786504938214456
37,51,0.505666346106764
39,51,1.11313312236398
7,52,0.909322074826658
21,52,1.1957384231531
26,52,0.836643350652515
38,52,0.886590712107335
29,53,0.479084731243268
31,53,0.425496638063266
36,53,0.364402163600872
12,54,0.794258491905187
17,54,1.07649298399904
19,54,0.76194306394573
25,54,0.0884884522570029
35,54,0.638962863163909
39,54,0.936414201447992
41,54,0.890943747494691
1,55,0.748265514735473
8,55,0.531045031160022
16,55,0.802210090366955
18,55,0.857013329221687
20,55,0.460253946554569
33,55,0.809886676734856
10,56,0.486012004598103
18,56,0.437557298739704
28,56,0.320133256539055
33,56,0.576832832022331
36,56,0.191384060038633
39,56,0.59812103761206
41,56,0.589242219408144
44,56,0.31538098831141
3,57,1.03357606909465
7,57,0.847748086579896
8,57,0.360800182247757
17,57,0.510231867142216
28,57,0.582498046395773
32,57,0.524916718841361
36,57,0.351977467596744
6,58,0.334811718239347
9,58,1.16740911071333
11,58,0.244579981528555
19,58,0.799570350282259
31,58,0.427111291300637
35,58,0.654042072106454
42,58,0.416769179395845
48,58,0.364180450992536
3,59,0.89310678982162
5,59,0.892381136759063
20,59,0.516341347777128
23,59,0.30390390601701
33,59,0.719541154158167
4,60,0.310644492801013
13,60,0.118729628451974
38,60,1.01313787046546
46,60,0.942370152819871
56,60,0.815990168319968
4,61,0.684996729873999
10,61,0.638221948017781
12,61,0.766488175622147
21,61,0.618312651419752
29,61,0.435295086849727
34,61,0.294595684102321
35,61,0.448471918564127
47,61,0.408804343111267
54,61,0.205159288579669
1,62,0.267657173051196
21,62,0.316695703031299
29,62,0.26529809714103
32,62,0.484623302696159
36,62,0.362232147737514
41,62,0.607744148629318
51,62,0.86173317398749
59,62,0.786244544181036
11,63,0.519713066458985
18,63,0.841164457967419
19,63,0.583753070189702
30,63,0.75645915941865
42,63,0.277319554298465
48,63,0.354421548273042
57,63,0.178556487558328
5,64,0.945974996694376
26,64,0.390505303378983
51,64,0.987298616760177
58,64,0.885263000484452
61,64,0.687678488248059
3,65,0.270562063653623
37,65,0.653703952327025
51,65,1.02932105497502
55,65,0.884977751483726
6,66,0.477210148202047
7,66,0.726002984017659
13,66,0.468608528067194
28,66,0.496258163956873
35,66,0.493306227407116
54,66,0.566908062783804
8,67,0.501902127130399
38,67,0.814578670029856
42,67,0.644526708564895
51,67,0.768027411316208
60,67,0.229025123974252
17,68,1.0713731538328
18,68,0.541662424749542
32,68,0.774444491533445
39,68,0.755957067815327
43,68,0.802457886550628
59,68,1.04059243317161
16,69,0.308837951656847
24,69,0.652577208532166
27,69,0.590922074021063
28,69,0.0238821212710763
37,69,0.327733924404528
45,69,0.528078245970983
55,69,0.551684783641552
2,70,0.899442095111694
6,70,0.304349944805057
29,70,0.618094911438821
34,70,0.409257352082651
39,70,0.867179255368177
41,70,0.941292499084486
44,70,0.175405760365596
50,70,0.217307986219767
56,70,0.353899124387859
59,70,1.11790385591921
63,70,0.664608285947412
13,71,0.658867318908733
16,71,0.582712890199419
