frm,to,len_mi
2,9,0.25758838628932
4,9,0.288954978870233
4,11,0.664831495489909
12,13,0.431953984450549
7,15,0.768738018866212
2,18,0.703870792299518
1,20,0.435006099035272
5,20,0.5083088329514
13,20,0.453845391907013
3,21,0.136401929272685
8,21,0.632828456488604
9,21,0.970984253979928
19,21,0.505823496633966
2,22,0.477376413526905
9,23,0.268388893099806
18,24,0.934978472920358
20,24,0.444457507518245
6,25,0.270337889502697
8,26,0.49189226312654
23,26,0.364366786069411
16,27,0.768573342981471
7,28,0.615481253678743
12,29,0.598493270057469
9,30,0.853782206152179
21,30,0.191263783824071
8,32,0.403269758817563
19,32,0.101842318702219
28,34,0.589911688813935
33,34,0.884538350022203
23,35,0.604787134920301
16,36,0.607169963113523
21,37,0.744811872949853
33,38,0.595087866525044
25,39,0.871122937076187
18,41,0.64721589629198
21,41,0.741385578280931
7,42,0.453892304177103
10,42,0.437133603486226
11,43,0.681340320679591
19,44,0.68869187896701
25,44,0.250245749820563
10,45,0.73368445414819
3,46,0.748760814634035
7,47,0.60392028129642
24,47,0.244793302894229
10,48,0.475511336534885
14,48,0.482870298751697
22,48,0.108459305985998
28,48,0.403068721481021
32,48,0.556594855495056
44,48,0.377423119892875
47,48,0.271636180699588
16,49,0.437679578909391
28,49,0.151398289494044
47,49,0.456059131975946
5,50,0.698093110203255
11,50,0.217267760105181
41,50,0.871247560103998
1,51,0.994793809357375
45,51,0.839557660009836
20,52,0.613017409259727
22,52,0.632865664514176
38,53,0.779322682962651
41,53,0.399350610594976
49,53,0.426825329221005
52,53,0.359338182833895
15,54,0.572802485528161
26,54,0.94453249377643
29,54,0.609156955493794
35,54,0.638962863163909
41,55,0.224334140212628
45,55,0.959985696457321
1,56,0.447308388122339
4,56,0.536995339982799
13,56,0.708513474534236
14,56,0.588238869679246
22,56,0.08597108437835
27,56,0.828706611166517
43,56,0.633103888050756
3,57,1.03357606909465
19,57,0.527878263447629
47,57,0.309146558721493
12,58,0.920307730937323
33,58,0.886912840063157
22,59,0.692638130880097
35,59,0.580867445671326
11,60,0.950341207265094
33,60,0.769946299045107
37,60,0.385454505956513
59,60,0.0533475860338537
1,61,0.580968900098212
18,62,0.227004678004763
36,62,0.362232147737514
42,62,0.3980904529836
56,62,0.214620510765545
60,62,0.838850636154092
18,63,0.841164457967419
22,63,0.388723370382007
52,63,0.250529797353915
39,64,0.143855585490717
43,64,0.974060741032052
52,64,1.04890698754351
63,64,0.805423012177114
23,65,0.894415371263278
37,65,0.653703952327025
58,65,0.629545216789256
4,66,0.28355770275687
11,66,0.51312321329391
28,66,0.496258163956873
51,66,0.294625158692733
56,66,0.42183973428856
28,67,0.384470431682891
46,67,0.773994754895014
50,67,0.902847874648422
31,68,0.450788255442494
7,69,0.620628212519926
12,69,0.664046734600077
16,69,0.308837951656847
20,69,0.210759017631855
41,69,0.357423020619735
52,69,0.823621652570551
67,69,0.369915451393733
18,70,0.653369344783178
19,70,0.770703807178663
37,70,0.788399302658036
55,70,1.04652301889321
16,71,0.582712890199419
36,71,0.112746200550288
67,71,0.608484316358252
3,72,0.719039580520991
9,72,0.364684543181729
24,72,0.477634190033479
50,72,0.73833141577785
71,72,0.403366692296232
5,73,0.627072949169755
17,73,0.689920873069013
44,73,0.426893615601984
47,73,0.50922199931218
53,73,0.563592728392357
13,74,1.00331858831566
16,74,0.759927694656654
59,74,1.06767723803986
5,75,1.01850568911886
40,75,0.743914337267667
50,75,1.13886484889109
4,76,0.734987857485936
10,76,0.690249508096017
34,76,0.292066932545127
68,76,0.126942330447364
13,77,0.493184986846617
18,77,0.348147763837487
55,77,0.576944594220292
56,77,0.535008814436402
2,78,0.156497192352428
10,78,0.228068443622395
28,78,0.563310336824207
73,78,0.63272777634818
5,79,0.631992939817669
32,79,0.883420873136828
20,80,0.5540805081805
26,80,0.927258496320537
39,80,0.795996951400201
48,80,0.325385434258021
63,80,0.654417007710938
73,80,0.451427584070945
48,81,0.334157610632858
52,81,0.68231123013365
56,81,0.39320153199192
16,82,0.43544999380556
18,82,0.323966725080547
40,82,0.219464885005293
41,82,0.613770705420604
51,82,0.787155088552771
52,82,0.815086374677296
20,83,0.398959106602966
39,83,0.480310095642146
42,83,0.64546107361985
45,83,0.857702948652474
51,83,0.80001911414698
58,83,1.00125401044653
73,83,0.475068152031752
76,83,0.851237394162686
16,84,0.853245314415133
25,84,0.0650835026228514
33,84,0.900421054669449
47,84,0.475011562434962
46,85,0.424912854614788
20,86,0.408135016621892
29,86,0.438451680039086
60,87,1.237396479614
61,87,0.262214163472302
13,88,0.290573066042365
33,88,0.780223109825158
28,89,0.433766792816105
52,89,0.655680460384773
84,89,0.264832322146252
16,90,0.276150117865786
21,90,0.221210008431713
27,90,0.874208150718462
32,90,0.5067225116719
35,90,0.240340641307494
39,90,0.353008183390653
17,91,0.0964970384043802
20,91,0.464357332797821
39,91,0.665813981833372
41,91,0.128353837651989
74,91,1.01560875083084
78,91,0.156423051104905
43,92,0.589297926634983
13,93,0.596126543079803
19,93,0.512829434158317
30,93,0.642352372215112
32,93,0.55744612484539
37,93,0.343163635841212
52,93,0.364487234444883
71,93,0.248995556616846
92,93,0.531772077955929
2,94,0.387168044299323
7,94,0.560325793854286
12,95,0.596648779593395
24,95,0.423370115803778
45,95,0.41130808390739
50,95,0.523741210771155
8,96,0.537923460282742
19,97,0.398213361752166
22,97,0.147168478081834
35,97,0.242295196252216
46,97,0.199302392285423
52,97,0.77536572693324
74,97,0.333466170340086
95,97,0.440059294776001
9,98,0.809160477476661
14,98,0.309646816513089
30,98,0.663675193810281
50,98,0.562868227288258
86,98,0.313235782249428
91,98,0.753052380835223
6,99,0.117297980643721
8,99,0.148697163717046
29,99,0.205752165391532
59,99,0.706449741958282
64,99,0.485514661778239
94,99,0.175071715978101
21,100,0.586067427587429
38,100,0.17668161971074
41,100,0.702338044355568
86,100,0.0591229408542103
8,101,0.511700124459385
23,101,0.646345228014077
24,101,0.834889595723439
36,101,0.546322077518803
41,101,0.36554163651472
52,101,1.01593254303758
90,101,0.414067986709539
92,101,0.551286408867746
2,102,0.278664249156782
26,102,0.10505718354774
50,102,0.829728392537985
87,102,1.00735451222942
19,103,0.449914885273726
33,103,0.078090255393208
54,103,0.934596661577502
80,103,0.775072281721372
24,104,0.558058993598919
30,104,0.296472408140104
33,104,0.465096301920807
48,104,0.238666471096683
92,104,0.544659595331044
29,105,0.319439380122821
33,105,0.692065712343257
45,105,0.717190894357957
51,105,0.458693280546701
80,105,0.761657516536322
22,106,0.47968820716199
33,106,0.84793223389634
39,106,0.877470961376161
42,106,0.485277217180348
43,106,0.87286244377849
47,106,0.614262535502088
80,106,0.102027670012089
29,107,0.30861546936973
61,107,0.560591521834607
75,107,0.543453424763751
94,107,0.325087117384726
95,107,0.504682102801578
1,108,0.914146786641009
31,108,0.248091848279609
69,108,0.697276917417781
74,108,0.6511931746237
81,108,0.547998855056127
89,108,0.503971409827061
91,108,0.751945697369923
3,109,0.671540350404097
4,109,0.350499653323364
81,109,1.05635225380838
56,110,0.0603666866440812
87,110,0.368899795443453
3,111,1.01852642627721
7,111,0.778564070935391
53,111,0.122956465742562
54,111,0.598255801701738
77,111,0.712346074460786
82,111,0.595413104477911
97,111,0.556207980212544
3,112,0.836440975146799
13,112,0.259866211803441
35,112,0.40671978035763
49,112,0.270760050354841
78,112,0.240574639437622
9,113,0.776719681956155
10,113,0.476046382134764
11,113,0.386972143608371
26,113,0.700601464935033
96,113,0.320825469292897
4,114,0.508344226388651
5,114,0.144318031601472
15,114,0.219459612145273
23,114,0.558085187704802
49,114,0.440578090411317
73,114,0.484950071423021
81,114,0.386605504565308
24,115,0.167680297220056
31,115,0.259179649545214
57,115,0.295044174305873
69,115,0.723010282329401
86,115,0.560212263822606
106,115,0.77243817816525
19,116,0.456353219499986
20,116,0.401832518275352
37,116,0.592655663043207
46,116,0.289494764534262
69,116,0.3292758763006
78,116,0.842686291801486
83,116,0.670097402186741
106,116,0.406480233657077
2,117,0.708184701047177
3,117,0.759470634476715
19,117,0.593466447147219
30,117,0.461597052902708
71,117,0.204126518942635
113,117,0.363444309623796
16,118,0.865704013141232
20,118,0.348359296396414
21,118,0.944621965685355
48,118,0.389231440162582
60,118,0.634579919538833
61,118,0.558172071254256
64,118,0.778731743745533
71,118,0.395628355970112
82,118,0.591739146974094
104,118,0.461687563949558
105,118,0.27538332572259
27,119,0.860456592120775
30,119,0.153503025801661
65,119,0.137699595341416
3,120,0.971927886275013
57,120,0.756858889631665
69,120,0.72049922974423
70,120,0.154506812188182
81,120,0.0502264240407689
93,120,0.504430352559004
119,120,0.833057717296855
2,121,0.0910176776027365
18,121,0.75780967612796
24,121,0.360442425993877
26,121,0.299779001557281
39,121,0.74225496391814
43,121,0.470925118209377
47,121,0.477824729145184
83,121,0.346315404095532
95,121,0.635784659461235
31,122,0.361113499343198
41,122,0.434013886045105
53,122,0.446262932618049
62,122,0.25620767125282
69,122,0.203020914839605
87,122,0.580777904862116
104,122,0.0574555052948225
120,122,0.543331933584046
6,123,0.615837834897909
11,123,0.617741576217697
30,123,0.882841526689742
31,123,0.288506478669073
33,123,1.04410095206799
57,123,0.242158413988651
72,123,0.560866163236445
84,123,0.662602574293927
86,123,0.586057554689395
114,123,0.232893389867307
116,123,0.793515265915747
118,123,0.165268063358541
52,124,0.796134152341283
72,124,0.717746384774601
79,124,0.117407427449761
102,124,0.855981784856762
108,124,0.647975521868313
120,124,0.184497017572616
3,125,0.926269587385999
13,125,0.0926315946599247
43,125,0.581544981500826
61,125,0.812215152006078
85,125,0.468504761648934
87,125,1.07158283947055
94,125,0.494064087360944
98,125,0.638391623289159
113,125,0.605372867705768
29,126,0.121801021773145
38,126,0.435261547573418
78,126,0.589281751437408
100,126,0.431731952152559
101,126,0.227945120748679
11,127,0.337125656644736
17,127,1.25801338550625
95,127,0.440019538867595
103,127,0.959181125180579
112,127,0.917107575997052
25,128,0.89527923673157
48,128,0.63550599246698
60,128,0.370382784603966
89,128,0.728456995093127
28,129,0.236316335456833
29,129,0.335154908427176
31,129,0.801778643837911
84,129,0.842881752562392
9,130,0.742789312075603
26,130,0.771333661017846
62,130,0.844038092870286
97,130,0.726869134418781
98,130,0.352534709788269
1,131,0.708177364553212
9,131,0.663247832356824
34,131,0.220149057005931
56,131,0.363664021203838
67,131,0.607835202733268
80,131,0.575337052373851
85,131,0.0312195923292961
112,131,0.318128044624583
14,132,0.454515969638369
17,132,0.830231967763067
31,132,0.153483689678927
52,132,0.542513578633662
55,132,0.715370438172456
83,132,0.709886369161671
86,132,0.165488281923177
94,132,0.364676973192827
98,132,0.15803513931487
19,133,0.195823111745613
43,133,0.941698751693196
95,133,0.868611765338601
97,133,0.506088588080392
46,134,0.264842747141511
96,134,0.916682729827676
118,134,0.746306429326808
123,134,0.824509509362541
15,135,0.472016799554797
22,135,0.32207897226169
92,135,0.837648047891292
4,136,0.639516614805635
8,136,0.434049316257787
51,136,0.330628541133422
63,136,0.242618258356396
79,136,0.619837373935549
3,137,0.715911100907686
11,137,0.177980880204061
22,137,0.38219931094899
34,137,0.459593329536792
68,137,0.0419366317978524
82,137,0.283142926884315
87,137,0.181433850849928
90,137,0.395703477010697
101,137,0.774306738804398
110,137,0.238976069117429
111,137,0.745793047621633
122,137,0.452023858010954
130,137,0.858492872407819
11,138,0.707841730739759
12,138,0.829469713604445
29,138,0.346172737996249
35,138,0.299142458113372
37,138,0.484235711056286
42,138,0.687523459547822
49,138,0.385312160983835
61,138,0.746117160465636
75,138,0.51107809455055
76,138,0.809755752018391
87,138,0.978295824090759
89,138,0.701197775460041
101,138,0.0379453853502888
104,138,0.430730848908502
105,138,0.535191817108422
108,138,0.939138197130002
117,138,0.75377005186055
132,138,0.731520864448641
1,139,0.310610861768131
18,139,0.417584087218079
26,139,0.237330463247898
32,139,0.104379815651696
65,139,0.450771891672358
90,139,0.411470890192743
132,139,0.521870133249091
2,140,0.102924872768755
80,140,0.76201614627136
90,140,0.621339077631438
96,140,0.542376701175409
97,140,0.500466668259641
100,140,0.570117648397945
119,140,0.695833590971593
128,140,0.252133301599337
5,141,0.613007447979254
11,141,0.530896585299928
13,141,0.315842070645157
15,141,0.421119273158562
50,141,0.686368799981329
83,141,0.260223111543424
115,141,0.587204799089222
2,142,0.210321346721645
13,142,0.277655742082668
70,142,0.947105136135123
79,142,0.994060358194022
40,143,0.171990802610102
94,143,0.141824255576484
124,143,0.571733488774177
4,144,0.531954215211323
15,144,0.518619597754485
26,144,0.607494998606244
35,144,0.251791026586415
53,144,0.568204042742211
69,144,0.282757748087774
82,144,0.0900010000177501
88,144,0.532709201548003
121,144,0.557184044420559
136,144,0.529894610961939
11,145,0.195970466439547
48,145,0.2568632376075
81,145,0.0874114677831358
97,145,0.363606300886652
105,145,0.692013744611744
55,146,0.176512439275444
63,146,0.647626931497553
97,146,0.740819955275469
114,146,0.752873265188839
119,146,0.786119595522196
2,147,0.385425583798729
3,147,0.550255988156995
29,147,0.0395233815802888
87,147,0.651079293710423
102,147,0.356357674211793
107,147,0.318330443937244
123,147,0.615949032550685
125,147,0.492564296563929
12,148,0.269155059563681
36,148,0.454321985689646
46,148,0.73274758232082
60,148,0.27894048216393
91,148,0.231778492959739
45,149,0.880089090270781
59,149,0.220824197479405
71,149,0.573314266405989
87,149,1.0378457400701
5,150,0.840935220225727
24,150,0.603707611229908
49,150,0.482246459371717
53,150,0.423347128081184
108,150,0.73498104168038
122,150,0.580205566692906
143,150,0.434584035220229
4,151,0.300790184140195
59,151,0.403642615006877
67,151,0.239554876811986
100,151,0.533874678973596
103,151,0.462974701931564
13,152,0.569090722121331
51,152,0.32396313418331
68,152,0.556091796896295
87,152,0.645226819938006
123,152,0.236763253986846
20,153,0.27896390573243
27,153,0.320454443492845
56,153,0.533614600048211
66,153,0.301582568022006
99,153,0.476401477935891
103,153,0.740845151713198
105,153,0.0950820339654199
115,153,0.573156801875867
127,153,0.984584296813652
132,153,0.553746177865552
100,154,0.184432142922061
127,154,0.458248275153387
130,154,0.487858825719577
3,155,0.976912321935448
23,155,0.424873300133084
28,155,0.678460314228971
52,155,0.959530331884186
133,155,0.575573194474987
140,155,0.491914735323133
148,155,0.395712383996552
7,156,0.282610699492178
14,156,0.579960281809809
21,156,0.778472814895511
24,156,0.589125860550458
58,156,0.174801314259027
80,156,0.219022870225938
89,156,0.179811845715814
94,156,0.521577429387956
115,156,0.498227926338982
26,157,0.79522893346693
97,157,0.616316505076111
129,157,0.961695965987922
135,157,0.391150550166134
149,157,0.61100602119077
6,158,0.840293208521061
13,158,0.197626178300096
27,158,0.125577788505497
105,158,0.428687938961095
125,158,0.28785415239617
128,158,0.477019051517725
152,158,0.723713007010038
17,159,0.502813618110724
52,159,0.430312811626947
59,159,0.496367962532272
65,159,0.693155483258206
125,159,0.334036153109217
132,159,0.352617975244393
143,159,0.210921063292366
7,160,1.02668371678373
15,160,0.454120472699295
61,160,0.829195701808298
77,160,0.555438845295759
78,160,0.036351753414203
87,160,1.08753951622066
102,160,0.362634309831104
116,160,0.818008183108379
141,160,0.311617181216889
20,161,0.468405824510189
35,161,0.36226127948316
46,161,0.285343227441298
84,161,0.420853499492311
104,161,0.340108327199608
124,161,0.288910360104219
141,161,0.581553335665448
144,161,0.237375184100707
14,162,0.012568975756691
16,162,1.01210111129772
25,162,0.674525471605463
30,162,0.89630902954859
32,162,0.709764432391143
85,162,0.217229835151523
109,162,0.818970532454749
122,162,0.546985489127847
130,162,0.0595330891321748
157,162,0.161138036205237
16,163,0.0882676524101435
39,163,0.0325863774123411
88,163,0.811234247472318
103,163,0.0736943631276776
122,163,0.562537690544094
129,163,0.119957811545487
131,163,0.867200970602261
29,164,0.248192865566702
53,164,0.726369497793983
74,164,0.621359174031243
78,164,0.71204718569495
82,164,0.287743523387145
83,164,0.464767875728912
85,164,0.657766901502522
98,164,0.673655625371298
108,164,0.851411232704729
135,164,0.679317854485261
149,164,0.658253118799909
152,164,0.629843822569388
153,164,0.555834876333196
155,164,0.793756490404165
32,165,0.102054075910492
40,165,0.50937604070137
67,165,0.114034252325637
80,165,0.900745449135842
158,165,0.225110300561381
160,165,0.383419954393169
162,165,0.793850043383725
44,166,0.28440886825087
60,166,0.967930699764646
87,166,0.499381680612837
146,166,0.884546729871474
148,166,0.854188697248414
155,166,1.04276174831464
163,166,0.449234529325698
49,167,0.577930180074132
55,167,0.51123485701885
57,167,0.177527336428356
70,167,0.82065344323059
93,167,0.288297174361826
147,167,0.626292800413142
14,168,0.223340257595764
53,168,0.195969117037343
56,168,0.385486992130783
93,168,0.0911824998231678
104,168,0.366652602557023
122,168,0.312572752923297
129,168,0.728364366846277
162,168,0.235879470431395
30,169,0.459465894916695
34,169,0.282760015700042
35,169,0.304752619567794
39,169,0.645522235953749
64,169,0.54406325154218
82,169,0.290225863486305
88,169,0.339359169532631
130,169,0.491708390409837
134,169,0.457102450945822
136,169,0.412912610918519
152,169,0.187171527225236
156,169,0.378821702851354
159,169,0.204846971575202
53,170,0.671659603884109
87,170,0.327603985007867
101,170,0.619393090050264
117,170,0.119789116257927
138,170,0.654736470027945
146,170,0.848777812780289
165,170,0.706929687627908
29,171,0.585319658869423
32,171,0.830568399620124
40,171,0.432386147216931
45,171,0.158460023996242
54,171,0.118637910497309
64,171,0.832868567169347
69,171,0.63066573836543
74,171,0.0489278178700919
91,171,1.01844990842476
52,172,0.599427108657681
60,172,0.882549953517679
65,172,0.530252629329563
81,172,0.2702277630609
85,172,0.334462267273431
104,172,0.293194124041342
125,172,0.708421877078124
136,172,0.361787126227009
43,173,0.701853649803742
48,173,0.265604632302122
54,173,0.52276130398281
57,173,0.551804578776072
103,173,0.467336890480164
104,173,0.0614685094300606
106,173,0.546446384461452
118,173,0.521755385762944
124,173,0.430509887555958
135,173,0.469945400037838
147,173,0.0861174893340092
2,174,0.427508197703429
15,174,0.0224352664042632
28,174,0.604379574422577
33,174,0.921987174392851
55,174,0.49389366470948
67,174,0.635593091554463
68,174,0.682482674136091
85,174,0.0953520322141279
87,174,0.757304562730817
134,174,0.74469519018241
139,174,0.566701273895289
154,174,0.344791718082116
160,174,0.473292852731319
67,175,0.81441243763616
71,175,0.321269959742048
83,175,0.789786699179282
93,175,0.561408160149836
116,175,0.137452255541678
122,175,0.371275429670294
132,175,0.366423439831576
13,176,0.389704918456209
36,176,0.380214951963068
43,176,0.755895961005191
53,176,0.514226519640566
94,176,0.193807478816185
137,176,0.697059019313404
24,177,0.413276189127301
25,177,0.278918365366671
39,177,0.785091556314753
46,177,0.18591095053223
67,177,0.701997893507266
71,177,0.142533613867045
94,177,0.372144526475684
98,177,0.12318389439909
101,177,0.700687434611998
114,177,0.159539682921035
126,177,0.487583192594172
164,177,0.569599564178677
165,177,0.708195220934432
5,178,1.09014449300312
23,178,0.917564142020631
51,178,1.17084780459854
77,178,0.293687871371565
78,178,0.853127060447187
94,178,0.481289679404166
98,178,0.92663592374274
116,178,0.482149231640056
127,178,0.989728211843438
148,178,0.845276588694015
171,178,0.883416219991481
20,179,0.415297767257627
23,179,0.131896522321191
28,179,0.522331105470127
37,179,0.219382684981243
105,179,0.209161565302321
108,179,0.613623430535007
128,179,0.196146916015567
160,179,0.0276877365475648
171,179,0.951665418598324
40,180,0.216487908715532
83,180,0.710289413350072
95,180,0.328451301101815
98,180,0.330983890363563
102,180,0.670175831779633
105,180,0.549377788668576
109,180,0.768490971632207
123,180,0.595431615627037
167,180,0.656210319581189
29,181,0.512438693308756
30,181,0.750008540890795
34,181,0.201734543540691
40,181,0.365294114923762
54,181,0.45073387675725
70,181,0.606782782835035
88,181,0.36164568233368
112,181,0.404535674448642
115,181,0.135677136858843
140,181,0.410209684076517
146,181,0.709666732948785
159,181,0.251167971188296
163,181,0.965469031000597
165,181,0.745976067969738
31,182,0.389000555636199
56,182,0.692666698430663
73,182,0.790651374825065
88,182,0.487289274576196
106,182,0.896892990007903
115,182,0.130473571127293
141,182,0.676062200466242
164,182,0.991910180079837
11,183,0.915152358094744
103,183,0.697463086705557
114,183,0.85717140499775
137,183,1.06174200962644
156,183,1.03617361006766
60,184,0.359385289991912
67,184,0.301049478384179
76,184,0.696575919719894
77,184,0.493513417353619
123,184,0.457800186093821
152,184,0.328712549192709
172,184,0.5418151660524
176,184,0.335497670119284
178,184,0.766986344954462
52,185,1.07817767331634
56,185,0.587168163884936
64,185,0.0564084297408472
66,185,0.723830327971538
71,185,0.611552901780475
76,185,0.805213244952025
82,185,0.522668654017715
94,185,0.376469103887485
104,185,0.43776746823033
163,185,0.188181131064168
170,185,0.646936081108577
180,185,0.661833771298367
69,186,0.249304697372597
80,186,0.57566858318492
82,186,0.349048673204639
117,186,0.428527134233212
125,186,0.38324747659452
134,186,0.530670309413632
147,186,0.171866270713994
167,186,0.457965471043223
181,186,0.352160243764416
44,187,0.368171164239459
122,187,0.287233795601543
126,187,0.501468756633025
153,187,0.596107578768121
181,187,0.31279193204486
182,187,0.556006561631062
4,188,0.408295805625023
26,188,0.502357874096086
31,188,0.339231647517311
73,188,0.139672597458625
92,188,0.550922526279589
113,188,0.338309660561173
118,188,0.405377976695598
126,188,0.25330317059755
24,189,0.0535188829758201
37,189,0.441343113550979
120,189,0.685562885045118
143,189,0.496614916379113
